Address A,Address B,Packets,Bytes,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
141.101.77.52,167.235.145.223,253,4351822,114,9786,139,4342036,77.121286,3.254924,24052,10671919
141.101.77.58,167.235.145.223,6,427,2,132,4,295,2.288292,29.956193,35,78
141.101.77.63,167.235.145.223,311,5012701,159,13180,152,4999521,25.858901,30.517026,3455,1310618
141.101.77.66,167.235.145.223,6,427,2,132,4,295,7.778414,29.732909,35,79
141.101.96.11,167.235.145.223,205,2385523,86,7084,119,2378439,68.750105,0.190748,297104,99752091
141.101.96.17,167.235.145.223,6,427,2,132,4,295,2.79542,29.668019,35,79
141.101.96.37,167.235.145.223,6,427,2,132,4,295,14.926465,29.873383,35,79
141.101.96.40,167.235.145.223,42,25163,28,12180,14,12983,2.615183,78.055111,1248,1330
141.101.96.50,167.235.145.223,218,2386382,86,7084,132,2379298,44.738009,30.467794,1860,624737
141.101.96.85,167.235.145.223,216,2223527,91,7414,125,2216113,50.745119,30.383376,1952,583506
141.101.96.87,167.235.145.223,237,2330368,111,8734,126,2321634,63.288006,0.188576,370524,98491175
141.101.96.94,167.235.145.223,215,2316855,93,7546,122,2309309,80.758495,0.196729,306858,93908229
141.101.96.106,167.235.145.223,237,2426828,105,8338,132,2418490,8.790639,60.072039,1110,322078
141.101.96.110,167.235.145.223,241,2779636,111,8734,130,2770902,26.733655,30.268646,2308,732349
141.101.96.127,167.235.145.223,193,2122572,81,6754,112,2115818,38.747796,30.425775,1775,556322
141.101.96.142,167.235.145.223,231,2330003,106,8404,125,2321599,2.714939,60.072651,1119,309172
141.101.96.152,167.235.145.223,6,427,2,132,4,295,27.204514,29.569687,35,79
141.101.96.163,167.235.145.223,217,2133211,97,7810,120,2125401,14.714386,60.068968,1040,283061
141.101.96.174,167.235.145.223,185,2082853,85,7018,100,2075835,56.736181,0.134151,418513,123790951
141.101.96.177,167.235.145.223,199,2068739,92,7480,107,2061259,20.734054,60.049537,996,274607
141.101.96.220,167.235.145.223,216,2304889,97,7810,119,2297079,74.733638,0.164094,380757,111988445
141.101.96.233,167.235.145.223,6,427,2,132,4,295,2.241354,29.809923,35,79
141.101.96.240,167.235.145.223,7,493,3,198,4,295,20.90016,29.88741,52,78
141.101.96.242,167.235.145.223,6,427,2,132,4,295,4.235586,29.911566,35,78
141.101.96.252,167.235.145.223,6,427,2,132,4,295,9.010384,29.757115,35,79
141.101.96.253,167.235.145.223,199,1770394,91,7414,108,1762980,32.836122,30.188784,1964,467188
141.101.98.91,167.235.145.223,335,4724772,153,12196,182,4712576,18.649101,61.007317,1599,617968
141.101.98.95,167.235.145.223,7,493,3,198,4,295,13.199654,29.957773,52,78
141.101.98.103,167.235.145.223,6,427,2,132,4,295,1.040655,29.966421,35,78
141.101.98.106,167.235.145.223,42,26170,28,13202,14,12968,2.613275,78.044715,1353,1329
141.101.98.133,167.235.145.223,372,4956228,181,14044,191,4942184,12.616276,60.958104,1843,648600
141.101.98.151,167.235.145.223,328,4495296,149,11932,179,4483364,6.60684,60.875697,1568,589182
141.101.98.158,167.235.145.223,42,23538,28,10570,14,12968,1.70344,78.153496,1081,1327
141.101.98.188,167.235.145.223,6,427,2,132,4,295,25.328457,29.995622,35,78
141.101.98.214,167.235.145.223,42,26857,28,13888,14,12969,1.30123,78.097992,1422,1328
141.101.98.217,167.235.145.223,327,4242063,157,12460,170,4229603,36.651058,31.333415,3181,1079895
141.101.98.229,167.235.145.223,42,26324,28,13356,14,12968,0.550763,78.096708,1368,1328
141.101.98.234,167.235.145.223,317,4590968,139,11272,178,4579696,24.629538,31.216585,2888,1173657
141.101.99.14,167.235.145.223,302,4354891,130,10678,172,4344213,78.680734,1.89296,45127,18359449
141.101.99.18,167.235.145.223,323,4838427,140,11338,183,4827089,54.657437,1.534376,59114,25167698
141.101.99.30,167.235.145.223,7,493,3,198,4,295,7.135496,29.993744,52,78
141.101.99.109,167.235.145.223,352,5195924,163,12856,189,5183068,48.67047,31.472024,3267,1317504
141.101.99.118,167.235.145.223,377,4076625,169,13252,208,4063373,42.652519,31.469258,3368,1032975
141.101.99.138,167.235.145.223,42,24490,28,11522,14,12968,1.234057,78.107298,1180,1328
141.101.99.142,167.235.145.223,371,5963650,158,12966,213,5950684,72.674435,1.841383,56331,25853107
141.101.99.147,167.235.145.223,327,4314371,156,12394,171,4301977,60.654961,1.651685,60030,20836791
141.101.99.150,167.235.145.223,339,4881653,154,12262,185,4869391,66.663519,1.720346,57021,22643775
141.101.99.185,167.235.145.223,352,4972925,165,12988,187,4959937,30.697089,31.190856,3331,1272151
141.101.99.192,167.235.145.223,42,23034,28,10066,14,12968,1.278856,79.185618,1016,1310
141.101.99.196,167.235.145.223,320,4121080,152,12130,168,4108950,0.619022,60.788716,1596,540751
141.101.99.210,167.235.145.223,6,427,2,132,4,295,19.267824,29.967099,35,78
141.101.104.71,167.235.145.223,142,1239414,66,5874,76,1233540,23.693707,30.498677,1540,323565
141.101.104.73,167.235.145.223,127,1090771,60,5478,67,1085293,59.729628,0.10308,425145,84229181
141.101.104.74,167.235.145.223,141,4056077,73,6429,68,4049648,11.813006,59.905022,858,540809
141.101.104.84,167.235.145.223,295,5342958,132,10974,163,5331984,71.172647,0.5797,151443,73582666
141.101.104.87,167.235.145.223,153,1448069,71,6204,82,1441865,29.709606,30.219902,1642,381699
141.101.104.90,167.235.145.223,135,1166644,63,5676,72,1160968,35.703853,30.110536,1508,308454
141.101.104.104,167.235.145.223,72,3304236,16,2667,56,3301569,0.383036,77.338662,275,341518
141.101.104.106,167.235.145.223,6,427,2,132,4,295,30.192754,29.566355,35,79
141.101.104.114,167.235.145.223,90,57468,60,29679,30,27789,1.27096,81.831272,2901,2716
141.101.105.2,167.235.145.223,312,6126055,141,12435,171,6113620,53.168189,12.563371,7918,3892980
141.101.105.6,167.235.145.223,236,4350700,99,8796,137,4341904,77.195706,0.624035,112762,55662313
141.101.105.19,167.235.145.223,6,427,2,132,4,295,5.775297,29.945516,35,78
141.101.105.27,167.235.145.223,6,427,2,132,4,295,11.858701,29.964302,35,78
141.101.105.37,167.235.145.223,6,427,2,132,4,295,23.702635,29.971296,35,78
141.101.105.40,167.235.145.223,278,4877792,128,10710,150,4867082,65.143021,0.508854,168378,76518325
141.101.105.45,167.235.145.223,120,1231946,52,4950,68,1226996,77.712358,0.106864,370564,91854768
141.101.105.47,167.235.145.223,152,1457027,73,6336,79,1450691,71.727023,0.107467,471661,107991550
141.101.105.53,167.235.145.223,6,427,2,132,4,295,6.200551,29.533222,35,79
141.101.105.55,167.235.145.223,261,4491039,117,9984,144,4481055,5.137059,60.691865,1316,590663
141.101.105.57,167.235.145.223,151,1369584,73,6336,78,1363248,47.698177,30.370611,1668,359096
141.101.105.62,167.235.145.223,210,4352007,114,33958,96,4318049,1.300484,78.776171,3448,438513
141.101.105.64,167.235.145.223,255,156025,170,77238,85,78787,0.397977,79.634823,7759,7914
141.101.105.70,167.235.145.223,137,1395790,61,5544,76,1390246,53.702923,0.105687,419654,105234967
141.101.105.71,167.235.145.223,144,1242585,66,5874,78,1236711,5.699746,60.055224,782,164743
141.101.105.79,167.235.145.223,6,427,2,132,4,295,0.182641,29.538394,35,79
141.101.105.83,167.235.145.223,262,4587503,118,10050,144,4577453,23.11106,30.701749,2618,1192753
141.101.105.85,167.235.145.223,301,4951706,145,11832,156,4939874,11.11468,60.475214,1565,653474
141.101.105.89,167.235.145.223,155,1339741,75,6468,80,1333273,11.716287,60.046625,861,177631
141.101.105.104,167.235.145.223,6,427,2,132,4,295,17.867034,29.884089,35,78
141.101.105.124,167.235.145.223,252,4237277,116,9918,136,4227359,35.125624,30.464132,2604,1110120
141.101.105.130,167.235.145.223,135,1220875,63,5676,72,1215199,41.701261,30.105595,1508,322916
141.101.105.137,167.235.145.223,42,26786,28,13818,14,12968,3.236231,78.044458,1416,1329
141.101.105.138,167.235.145.223,42,26114,28,13146,14,12968,0.475577,78.066154,1347,1328
141.101.105.155,167.235.145.223,398,9673785,173,15291,225,9658494,17.101498,42.952856,2847,1798901
141.101.105.159,167.235.145.223,6,427,2,132,4,295,24.177883,29.567907,35,79
157.52.78.22,167.235.145.223,96,2526001,53,5588,43,2520413,5.126318,73.988413,604,272519
157.52.78.24,167.235.145.223,390,9161243,219,48918,171,9112325,0.821199,82.132134,4764,887577
157.52.78.25,167.235.145.223,493,13901952,264,28758,229,13873194,8.339552,74.766138,3077,1484436
157.52.78.26,167.235.145.223,444,12742258,238,26414,206,12715844,1.488364,63.704569,3317,1596851
157.52.78.27,167.235.145.223,138,3882334,74,9112,64,3873222,15.656559,36.416388,2001,850874
157.52.78.30,167.235.145.223,88,2543665,47,5336,41,2538329,38.746492,35.243258,1211,576184
157.52.78.32,167.235.145.223,911,24968123,513,56059,398,24912064,1.496862,75.671441,5926,2633708
157.52.78.33,167.235.145.223,423,9381361,239,61146,184,9320215,0.914153,82.152016,5954,907606
157.52.78.34,167.235.145.223,317,8937570,174,18687,143,8918883,17.845649,51.119802,2924,1395761
157.52.106.22,167.235.145.223,853,25501377,445,53448,408,25447929,0.261545,75.071937,5695,2711844
157.52.106.23,167.235.145.223,261,7665670,136,16611,125,7649059,0.587093,82.25565,1615,743930
157.52.106.24,167.235.145.223,361,10859421,187,22131,174,10837290,12.261527,70.306175,2518,1233153
157.52.106.26,167.235.145.223,600,12478238,295,29658,305,12448580,28.483798,29.017999,8176,3431960
157.52.106.27,167.235.145.223,573,12020593,280,28876,293,11991717,54.915182,26.131478,8840,3671194
157.52.106.29,167.235.145.223,102,2561929,56,12136,46,2549793,6.620042,69.222542,1402,294677
157.52.106.30,167.235.145.223,403,6821849,192,18776,211,6803073,47.664734,12.956253,11593,4200642
157.52.106.31,167.235.145.223,977,28861215,508,60533,469,28800682,1.508816,58.5719,8267,3933720
157.52.106.32,167.235.145.223,143,1310254,89,43089,54,1267165,0.175271,82.168515,4195,123372
157.52.106.33,167.235.145.223,340,10361027,176,20456,164,10340571,11.052856,41.656483,3928,1985874
157.52.106.34,167.235.145.223,273,8137791,143,17121,130,8120670,0.227019,33.234707,4121,1954744
157.52.106.35,167.235.145.223,415,3087019,222,50715,193,3036304,0.185313,82.578623,4913,294149
157.52.106.37,167.235.145.223,384,5812883,184,17155,200,5795728,71.666809,8.952969,15328,5178821
157.52.106.38,167.235.145.223,7,2205,4,1357,3,848,20.897699,60.031248,180,113
157.52.108.30,167.235.145.223,17,7810,9,2177,8,5633,64.97782,0.047393,367480,950857
162.158.18.6,167.235.145.223,426,4887501,205,15734,221,4871767,65.171279,2.581217,48764,15099131
162.158.18.32,167.235.145.223,416,4844696,205,15759,211,4828937,53.05533,2.721646,46321,14194166
162.158.18.42,167.235.145.223,333,2433266,155,11739,178,2421527,8.395112,60.131208,1561,322165
162.158.18.64,167.235.145.223,6,427,2,132,4,295,3.85266,29.77222,35,79
162.158.18.74,167.235.145.223,277,1242199,135,10319,142,1231880,79.574398,0.332128,248554,29672415
162.158.18.77,167.235.145.223,7,493,3,198,4,295,17.150826,29.770103,53,79
162.158.18.79,167.235.145.223,336,2483036,159,12744,177,2470292,7.538837,62.160774,1640,317922
162.158.18.84,167.235.145.223,6,427,2,132,4,295,1.7833,29.944433,35,78
162.158.18.87,167.235.145.223,474,5354713,240,18044,234,5336669,71.370601,2.38225,60594,17921440
162.158.18.91,167.235.145.223,349,2337861,170,12729,179,2325132,64.543232,0.368202,276565,50518617
162.158.18.93,167.235.145.223,346,2477473,163,12832,183,2464641,25.547237,41.885003,2450,470744
162.158.18.103,167.235.145.223,83,1332659,38,3173,45,1329486,0.55665,60.03852,422,177151
162.158.18.113,167.235.145.223,6,427,2,132,4,295,24.973553,29.876633,35,78
162.158.18.114,167.235.145.223,293,2437821,142,11446,151,2426375,43.550967,9.430464,9709,2058329
162.158.18.124,167.235.145.223,330,2603161,158,12678,172,2590483,67.648334,5.504401,18425,3764962
162.158.18.131,167.235.145.223,403,5047246,196,16044,207,5031202,13.544393,60.079594,2136,669938
162.158.18.138,167.235.145.223,873,532267,582,262459,291,269808,0.649075,82.288157,25516,26230
162.158.18.139,167.235.145.223,294,179389,196,88538,98,90851,0.591504,82.507642,8584,8808
162.158.18.153,167.235.145.223,313,1778017,155,11737,158,1766280,34.895647,30.34354,3094,465675
162.158.18.162,167.235.145.223,389,4159031,186,14626,203,4144405,50.378319,32.595508,3589,1017172
162.158.18.165,167.235.145.223,291,1405845,144,10913,147,1394932,55.549068,0.329939,264606,33822785
162.158.18.178,167.235.145.223,377,230148,252,114587,125,115561,0.636944,80.074905,11447,11545
162.158.18.179,167.235.145.223,561,342645,374,169423,187,173222,0.799933,80.864331,16761,17137
162.158.18.183,167.235.145.223,324,2140374,156,11805,168,2128569,15.363103,60.134335,1570,283175
162.158.18.186,167.235.145.223,334,2077750,163,12267,171,2065483,22.375251,60.148431,1631,274718
162.158.18.188,167.235.145.223,448,5202390,217,16551,231,5185839,47.05922,32.764813,4041,1266197
162.158.18.192,167.235.145.223,361,2400346,176,13866,185,2386480,1.532814,62.135426,1785,307261
162.158.18.195,167.235.145.223,6,427,2,132,4,295,25.836289,29.976307,35,78
162.158.18.200,167.235.145.223,6,427,2,132,4,295,23.122169,29.788328,35,79
162.158.18.205,167.235.145.223,428,4598427,213,16287,215,4582140,23.050646,32.732771,3980,1119890
162.158.18.210,167.235.145.223,12,854,4,264,8,590,1.846695,30.022592,70,157
162.158.19.52,167.235.145.223,311,2891183,147,11937,164,2879246,31.554056,41.499365,2301,555043
162.158.19.55,167.235.145.223,427,4977840,206,15659,221,4962181,28.351219,33.430388,3747,1187465
162.158.19.64,167.235.145.223,6,427,2,132,4,295,10.876388,29.709398,35,79
162.158.19.67,167.235.145.223,354,2395488,172,12859,182,2382629,23.33623,48.06463,2140,396570
162.158.19.77,167.235.145.223,546,339997,364,171248,182,168749,0.123539,81.933708,16720,16476
162.158.19.78,167.235.145.223,543,338004,362,170263,181,167741,0.29749,82.799908,16450,16206
162.158.19.79,167.235.145.223,287,1378451,141,10715,146,1367736,49.546031,30.376326,2821,360211
162.158.19.86,167.235.145.223,380,2788909,188,13915,192,2774994,28.884438,30.377367,3664,730805
162.158.19.89,167.235.145.223,397,4361316,189,14726,208,4346590,76.9141,2.841637,41457,12236862
162.158.19.95,167.235.145.223,383,4245724,186,14339,197,4231385,34.278864,33.677284,3406,1005160
162.158.19.107,167.235.145.223,162,4372970,82,7669,80,4365301,1.432353,81.663559,751,427637
162.158.19.120,167.235.145.223,347,2313634,168,12595,179,2301039,77.021962,0.398273,252992,46220336
162.158.19.122,167.235.145.223,489,6811068,243,19851,246,6791217,5.057071,68.071806,2332,798123
162.158.19.123,167.235.145.223,361,2133761,184,13653,177,2120108,36.68274,30.395871,3593,557998
162.158.19.133,167.235.145.223,6,427,2,132,4,295,18.176034,29.744586,35,79
162.158.19.140,167.235.145.223,6,427,2,132,4,295,7.848279,29.934123,35,78
162.158.19.141,167.235.145.223,385,4077284,190,14769,195,4062515,41.055771,32.736086,3609,992791
162.158.19.143,167.235.145.223,651,387819,434,186716,217,201103,0.310319,82.315023,18146,19544
162.158.19.144,167.235.145.223,216,125650,144,59258,72,66392,0.396501,81.812032,5794,6492
162.158.19.146,167.235.145.223,502,7468886,245,20009,257,7448877,10.04661,71.76073,2230,830412
162.158.19.149,167.235.145.223,424,4320904,216,16485,208,4304419,59.062732,2.688654,49050,12807654
162.158.19.154,167.235.145.223,337,2092986,160,12069,177,2080917,57.406524,0.388929,248250,42803020
162.158.19.157,167.235.145.223,6,427,2,132,4,295,18.373076,29.908714,35,78
162.158.19.170,167.235.145.223,6,427,2,132,4,295,19.814511,29.955559,35,78
162.158.19.171,167.235.145.223,406,4729600,185,14450,221,4715150,15.891794,63.871331,1809,590581
162.158.19.173,167.235.145.223,293,2178845,145,11820,148,2167025,61.551587,11.399075,8295,1520842
162.158.22.7,167.235.145.223,258,2681374,115,9081,143,2672293,73.923009,0.214728,338325,99560113
162.158.22.32,167.235.145.223,263,2494888,123,9609,140,2485279,31.85233,30.342935,2533,655250
162.158.22.46,167.235.145.223,247,2605332,104,8355,143,2596977,49.859734,30.354258,2201,684444
162.158.22.106,167.235.145.223,233,2164456,105,8421,128,2156035,61.857109,0.25121,268174,68660801
162.158.22.113,167.235.145.223,306,4560308,139,11505,167,4548803,37.855019,30.078925,3059,1209831
162.158.22.116,167.235.145.223,254,2304472,120,9411,134,2295061,25.845456,30.216537,2491,607630
162.158.22.138,167.235.145.223,228,2067728,104,8355,124,2059373,1.835443,60.083678,1112,274200
162.158.22.142,167.235.145.223,6,427,2,132,4,295,20.182644,29.677428,35,79
162.158.22.146,167.235.145.223,250,2256024,115,9081,135,2246943,7.784283,60.08224,1209,299182
162.158.22.161,167.235.145.223,42,26310,28,13342,14,12968,1.710932,78.07803,1367,1328
162.158.22.164,167.235.145.223,256,2370927,117,9213,139,2361714,19.788576,60.08451,1226,314452
162.158.22.167,167.235.145.223,233,2185542,106,8487,127,2177055,79.872206,0.216063,314241,80608155
162.158.22.179,167.235.145.223,6,427,2,132,4,295,14.006157,29.858756,35,79
162.158.22.196,167.235.145.223,6,427,2,132,4,295,26.00693,29.868915,35,79
162.158.22.221,167.235.145.223,251,2427805,111,8817,140,2418988,55.853151,0.270685,260583,71492339
162.158.23.32,167.235.145.223,6,427,2,132,4,295,8.041261,29.770535,35,79
162.158.23.46,167.235.145.223,225,2043405,101,8157,124,2035248,43.892625,30.515694,2138,533560
162.158.23.53,167.235.145.223,6,427,2,132,4,295,2.158775,29.68796,35,79
162.158.23.59,167.235.145.223,272,2486490,127,9873,145,2476617,13.791502,60.086176,1314,329742
162.158.33.132,167.235.145.223,369,2501793,165,12289,204,2489504,32.429526,30.458898,3227,653865
162.158.33.133,167.235.145.223,362,2501332,169,12554,193,2488778,32.051761,30.444794,3298,653977
162.158.33.135,167.235.145.223,18,7551,11,3646,7,3905,7.317287,66.210361,440,471
162.158.33.157,167.235.145.223,335,4495808,151,12114,184,4483694,8.028572,60.387353,1604,593991
162.158.33.161,167.235.145.223,342,4954298,155,12378,187,4941920,14.00203,60.393455,1639,654629
162.158.60.131,167.235.145.223,319,2311752,151,11439,168,2300313,74.524696,0.338517,270332,54362126
162.158.60.139,167.235.145.223,145,4384797,74,6528,71,4378269,2.516417,54.046684,966,648072
162.158.60.140,167.235.145.223,361,2395885,187,13815,174,2382070,68.521008,0.386853,285689,49260468
162.158.60.143,167.235.145.223,327,2131481,159,11967,168,2119514,38.573483,30.432353,3145,557173
162.158.60.144,167.235.145.223,204,6285525,103,9264,101,6276261,8.559433,54.396969,1362,923030
162.158.60.147,167.235.145.223,120,4368078,51,5010,69,4363068,20.522908,42.037836,953,830312
162.158.60.148,167.235.145.223,92,2326963,42,14836,50,2312127,2.448713,78.115451,1519,236790
162.158.60.150,167.235.145.223,158,4973288,77,6726,81,4966562,8.905926,72.172291,745,550522
162.158.62.14,167.235.145.223,7,493,3,198,4,295,14.587629,29.408298,53,80
162.158.62.52,167.235.145.223,651,2520496,322,22743,329,2497753,31.642614,30.91833,5884,646284
162.158.62.55,167.235.145.223,7,493,3,198,4,295,8.615904,29.366244,53,80
162.158.62.59,167.235.145.223,618,2280311,296,21027,322,2259284,7.6375,60.336982,2787,299555
162.158.62.106,167.235.145.223,42,26310,28,13342,14,12968,1.533499,78.097509,1366,1328
